,lat,lon
2727,42.51115315114716,-71.16556599488314
11577,38.89726729404787,-77.06655604785446
8026,40.26776810164196,-80.11249542399352
28227,42.8828203475751,-76.76123911904403
18629,34.03150863013257,-83.94373226344561
13765,37.20798837537581,-120.2671441520595
1982,43.67960484474314,-70.42519974291204
15230,36.54483119862736,-79.03399229996442
24052,30.318814906617035,-95.77974175784568
10483,38.88992137687258,-75.63922632137772
18132,34.513878674338166,-87.9010754117192
3359,41.97542582697746,-71.19353171092462
27509,43.39615872953232,-75.22686645268784
27612,43.15264725043589,-78.74970721069484
17129,35.091936082133984,-85.3398278489988
6731,40.701790800550135,-73.78619250917734
3042,42.32036983176045,-71.02383316373837
4360,41.386336570060635,-74.01096247321736
5898,40.84209916680654,-73.86201990958946
3515,41.66849473799117,-72.69470768210536
6955,41.05990768233864,-72.39500492623908
17222,35.281203808342894,-81.09674678274358
4089,41.45426899951897,-73.48565403521967
5798,40.726333168868415,-75.26401715289438
29404,41.7604383868227,-87.77811621598156
28111,43.001059540059714,-77.93533643109907
14277,37.259383104052674,-94.25151974281937
26016,27.84917392471061,-82.74214806431725
19112,33.525028603359075,-113.17513976421962
9826,39.60725800230162,-104.95272015224573
16437,34.60031594955888,-115.47604543558107
23346,31.584976827518187,-100.12690307874398
28918,42.41881239770192,-83.04403305420337
11628,38.89110671454599,-76.91961513416565
9762,39.70854304937881,-90.41540078895548
4732,41.18099177844885,-112.08813820230773
8232,40.245328283866925,-74.52175218579976
5386,41.036860389417996,-80.71449850205029
14103,37.289475894970714,-121.57439583424181
12485,38.192835951523975,-90.70868102923362
14732,35.96985588785642,-120.63823303814233
8141,40.30267194815898,-75.59232111467362
11514,38.91623772789857,-82.20613336327044
370,47.14086861845229,-121.3882651952689
7312,40.64185407803027,-73.98384801446778
13203,37.61459557675665,-81.9818960435039
15916,35.70038528384622,-78.83558475586999
22714,32.09513156960667,-90.00000369659365
14439,36.87661182088812,-87.3917082095969
15184,36.47678724255978,-84.95180889968925
9660,39.34029311941651,-75.75954868291467
26675,26.22973184472847,-81.23164463154507
19781,33.85042631536265,-117.76776718044941
21852,33.26795470875301,-90.59517998021285
23535,30.751723653237377,-87.93126721920947
1902,43.530532150907824,-122.32540291541679
19222,33.30775575329502,-112.91790346455716
24292,30.58101956188722,-87.09899221159603
4603,41.3258951141187,-95.23845220725538
26804,26.12819355934823,-80.30309910570237
4322,41.3615217783398,-89.12039540507602
14422,36.96521749773723,-86.3453091279085
10552,39.0130402022171,-77.1207472497266
5840,40.92086432641984,-76.21648343156058
18533,33.611432001705815,-84.74355655150737
7493,40.57102871319692,-79.65677751103767
27459,43.50758581217566,-85.33757623490597
6065,40.487086495370484,-111.9529776610115
13164,37.80708071932979,-86.00439364711359
16132,35.59664103685224,-79.82048737586777
21504,33.90756983701198,-118.24569509604639
26876,26.034413467558046,-80.46295595632911
10692,38.958392209696335,-77.69988146237522
15292,36.37179586342233,-93.93353440051871
24261,30.019766505376158,-97.34171562553834
7586,40.371521715756145,-79.82370830130108
15647,36.18978516323681,-79.76912644769615
19498,33.7355108215875,-84.25041820660746
20188,33.11172322569351,-87.79851326131951
8771,39.535255230282395,-121.85857224725848
22235,32.612684975083674,-97.23297704108914
11326,38.81524308763076,-120.3509811108133
11387,39.00467768816649,-77.29662815633604
7739,40.30406890279324,-74.90304627870489
21712,33.18451820575159,-97.20535518806213
19544,33.889616702327274,-84.2534723473945
12702,38.269437268161816,-121.01106693055928
1922,43.70912575678493,-122.14896642825367
13043,38.06328126174865,-121.57798663381222
29505,42.055603723190075,-87.80330672922624
13202,37.798970427638075,-82.32636353801303
16777,35.32619226223848,-102.00430801763237
20093,33.42347577640799,-80.53326608178068
10927,38.948870513927595,-94.54911204442256
24430,30.181669888419737,-81.75845381220253
2129,43.405469215731216,-70.7724434491252
21759,33.14810467645781,-96.40311621527462
4195,41.47656007553942,-71.64615179104767
1796,44.39288617668009,-93.20038989986818
17679,34.88797198040352,-87.76660556203076
23280,31.799160094385154,-94.52108574803705
14980,36.58782719460543,-115.53438266286354
18615,33.984320036267626,-84.02427992817574
26580,26.36924032147643,-98.35746765192079
11508,38.651592728966605,-112.44083356675316
